"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,58,"HRV","Croatia",102,"HRV","Croatia","CROATIA","Croatia","Hrvatska","Jugoslavia|Yugoslavia","Dalmatia|Fiume",NA,"Croatie ","Croacia ","<U+0425><U+043E><U+0440><U+0432><U+0430><U+0442><U+0438><U+044F>","<U+0643><U+0631><U+0648><U+0627><U+062A><U+064A><U+0627>","<U+514B><U+7F57><U+5730><U+4E9A> ",NA,NA,"Croatia","HR",NA,"HR",191,"19920115","Present",4653749,56287.789,82.6777722606941,"Southern Europe","Europe",2,NA,NA,NA,"Europe & Central Asia","Upper middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
