"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,198,"SMR","San Marino",204,"SMR","San Marino","SAN MARINO","San Marino","San Marino",NA,NA,NA,"Saint-Marin ","San Marino ","<U+0421><U+0430><U+043D>-<U+041C><U+0430><U+0440><U+0438><U+043D><U+043E>","<U+0633><U+0627><U+0646> <U+0645><U+0627><U+0631><U+064A><U+0646><U+0648>","<U+5723><U+9A6C><U+529B><U+8BFA> ",NA,NA,"San Marino","SM",NA,"SM",674,"1900","Present",26937,63.171,426.414019091039,"Southern Europe","Europe",2,NA,NA,NA,NA,"High income: nonOECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
